Id;IsDeleted;CreatedAt;CreatedBy;UpdatedAt;UpdatedBy;Titulo;Localizacao;Propriedade;IsDisponivel;LivroAutorId;LivroGeneroId
1fdc8e01-4fa2-65dc-628f-8563437492ce;false;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;A CABANA;19;PRC;true;6c113929-ccd7-478c-974b-92d33e0bc526;ada5c489-af30-4a80-9bfd-d10003c78616
65e7645f-1535-23a5-2f28-2eae6efd6cd2;false;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;A CABANA;20;PRC;true;6c113929-ccd7-478c-974b-92d33e0bc526;ada5c489-af30-4a80-9bfd-d10003c78616
0adc3afa-0580-4918-023b-ab536db981ad;false;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;A CABANA;21;PRC;true;6c113929-ccd7-478c-974b-92d33e0bc526;ada5c489-af30-4a80-9bfd-d10003c78616
3b230cdd-09ef-0d6e-9fad-88e32f347ec4;false;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;A CABANA;22;PRC;true;6c113929-ccd7-478c-974b-92d33e0bc526;ada5c489-af30-4a80-9bfd-d10003c78616
093ec64c-714d-427a-80a3-49697c551eb7;false;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;A CABANA;23;PRC;true;6c113929-ccd7-478c-974b-92d33e0bc526;ada5c489-af30-4a80-9bfd-d10003c78616
8ada4372-6576-8285-4502-22511e0f738b;false;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;A CABANA;24;PRC;true;6c113929-ccd7-478c-974b-92d33e0bc526;ada5c489-af30-4a80-9bfd-d10003c78616
b137e530-5bef-13ba-11d2-0df9a85245e2;false;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;A CABANA;25;PRC;true;6c113929-ccd7-478c-974b-92d33e0bc526;ada5c489-af30-4a80-9bfd-d10003c78616
a53f303d-0319-7cc9-3c11-2a517f321452;false;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;A CABANA;26;PRC;true;6c113929-ccd7-478c-974b-92d33e0bc526;ada5c489-af30-4a80-9bfd-d10003c78616
3d09f58b-0243-39f4-4a03-3f8c7eba914a;false;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;A CABANA;27;PRC;true;6c113929-ccd7-478c-974b-92d33e0bc526;ada5c489-af30-4a80-9bfd-d10003c78616
3bd05042-2b46-4e02-3fdf-6f21d2be3f77;false;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;A CABANA;28;PRC;true;6c113929-ccd7-478c-974b-92d33e0bc526;ada5c489-af30-4a80-9bfd-d10003c78616
3169e8e0-6577-0c4c-1a8a-7bdc4bf3200a;false;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;A CABANA;29;PRC;true;6c113929-ccd7-478c-974b-92d33e0bc526;ada5c489-af30-4a80-9bfd-d10003c78616
c1b8b8ce-3b38-a62c-9b54-1aac791a25b0;false;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;A CABANA;30;PRC;true;6c113929-ccd7-478c-974b-92d33e0bc526;ada5c489-af30-4a80-9bfd-d10003c78616
2ccc1a74-3b54-4d2d-16e0-cc9d07dc8932;false;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;A CABANA;31;PRC;true;6c113929-ccd7-478c-974b-92d33e0bc526;ada5c489-af30-4a80-9bfd-d10003c78616
15285041-52b4-807c-8dbd-58e430c1932f;false;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;A CABANA;32;PRC;true;6c113929-ccd7-478c-974b-92d33e0bc526;ada5c489-af30-4a80-9bfd-d10003c78616
d9289bd4-96b6-217d-3d13-7f99321f421b;false;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;A CABANA;33;PRC;true;6c113929-ccd7-478c-974b-92d33e0bc526;ada5c489-af30-4a80-9bfd-d10003c78616
7222c767-6ead-188f-5c53-111a7ff08798;false;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;A CABANA;34;PRC;true;6c113929-ccd7-478c-974b-92d33e0bc526;ada5c489-af30-4a80-9bfd-d10003c78616
ae7265da-3aee-6cc1-7b79-5537ade40e76;false;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;A CABANA;35;PRC;true;6c113929-ccd7-478c-974b-92d33e0bc526;ada5c489-af30-4a80-9bfd-d10003c78616
cdeeb27b-9a06-6f1f-4987-36ac267b4660;false;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;A CABANA;36;PRC;true;6c113929-ccd7-478c-974b-92d33e0bc526;ada5c489-af30-4a80-9bfd-d10003c78616
b4143f70-57af-7eb4-67b0-5b8afc53189b;false;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;A CABANA;37;PRC;true;6c113929-ccd7-478c-974b-92d33e0bc526;ada5c489-af30-4a80-9bfd-d10003c78616
5437104b-776c-348b-1c1c-bb8b2dff5c89;false;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;A CABANA;38;PRC;true;6c113929-ccd7-478c-974b-92d33e0bc526;ada5c489-af30-4a80-9bfd-d10003c78616
1d9e990f-756a-5455-a54b-3483852d1349;false;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;A CABANA;39;PRC;true;6c113929-ccd7-478c-974b-92d33e0bc526;ada5c489-af30-4a80-9bfd-d10003c78616
93462209-9b57-7027-9184-9d65c88b5173;false;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;A CABANA;40;PRC;true;6c113929-ccd7-478c-974b-92d33e0bc526;ada5c489-af30-4a80-9bfd-d10003c78616
3d21ae4d-a12f-53c6-4a1e-f08ff80e2b8e;false;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;A CABANA;41;PRC;true;6c113929-ccd7-478c-974b-92d33e0bc526;ada5c489-af30-4a80-9bfd-d10003c78616
226b9d2b-1f1e-218e-3c87-f64114cb0a35;false;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;A CABANA;42;PRC;true;6c113929-ccd7-478c-974b-92d33e0bc526;ada5c489-af30-4a80-9bfd-d10003c78616
1266849a-076a-45a2-938f-1add88f9237d;false;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;A CABANA;43;PRC;true;6c113929-ccd7-478c-974b-92d33e0bc526;ada5c489-af30-4a80-9bfd-d10003c78616
4f356556-77dc-6040-3f95-90b709c4857a;false;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;A CABANA;44;PRC;true;6c113929-ccd7-478c-974b-92d33e0bc526;ada5c489-af30-4a80-9bfd-d10003c78616
8693597b-77e6-5571-1fea-c8bf568024ba;false;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;A CABANA;45;PRC;true;6c113929-ccd7-478c-974b-92d33e0bc526;ada5c489-af30-4a80-9bfd-d10003c78616
5e891ccd-45b0-2248-084c-383194fa50b1;false;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;A CABANA;46;PRC;true;6c113929-ccd7-478c-974b-92d33e0bc526;ada5c489-af30-4a80-9bfd-d10003c78616
44cd049e-4dcb-4d5f-9c25-1f5b252156d0;false;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;A CABANA;47;PRC;true;6c113929-ccd7-478c-974b-92d33e0bc526;ada5c489-af30-4a80-9bfd-d10003c78616
a681c0af-4042-8874-9dc8-9ebad4d5925d;false;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;A CABANA;48;PRC;true;6c113929-ccd7-478c-974b-92d33e0bc526;ada5c489-af30-4a80-9bfd-d10003c78616
9b0a7c2c-9800-81e4-72d9-4d76ec372bd1;false;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;A CABANA;49;PRC;true;6c113929-ccd7-478c-974b-92d33e0bc526;ada5c489-af30-4a80-9bfd-d10003c78616
f69d07c2-655f-0b33-605d-8da2b2580c99;false;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;A CABANA;50;PRC;true;6c113929-ccd7-478c-974b-92d33e0bc526;ada5c489-af30-4a80-9bfd-d10003c78616
b613439d-8866-19c9-1f3f-f110d8b2364f;false;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;A CABANA;51;PRC;true;6c113929-ccd7-478c-974b-92d33e0bc526;ada5c489-af30-4a80-9bfd-d10003c78616
f221acef-44c6-66c3-83a9-c2c2e4a88b44;false;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;A CABANA;52;PRC;true;6c113929-ccd7-478c-974b-92d33e0bc526;ada5c489-af30-4a80-9bfd-d10003c78616
bf5f4c9a-0e41-a383-964d-78568da354d2;false;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;A CABANA;53;PRC;true;6c113929-ccd7-478c-974b-92d33e0bc526;ada5c489-af30-4a80-9bfd-d10003c78616
db8c2f3a-32de-7332-3c11-0b8ac02c9560;false;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;A CABANA;54;PRC;true;6c113929-ccd7-478c-974b-92d33e0bc526;ada5c489-af30-4a80-9bfd-d10003c78616
f27c24d1-8e42-038a-47d7-41ddd4381655;false;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;A CABANA;55;PRC;true;6c113929-ccd7-478c-974b-92d33e0bc526;ada5c489-af30-4a80-9bfd-d10003c78616
19585052-7c97-a612-59cb-45b94a788eb7;false;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;A CABANA;56;PRC;true;6c113929-ccd7-478c-974b-92d33e0bc526;ada5c489-af30-4a80-9bfd-d10003c78616
c1921cb9-0fbd-4850-3cbb-e412851b0233;false;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;A CABANA;57;PRC;true;6c113929-ccd7-478c-974b-92d33e0bc526;ada5c489-af30-4a80-9bfd-d10003c78616
b042d122-a457-11c1-a26e-f25e285a1bcf;false;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;A CABANA;58;PRC;true;6c113929-ccd7-478c-974b-92d33e0bc526;ada5c489-af30-4a80-9bfd-d10003c78616
585a9296-32d0-0e61-53ee-e16c89237c96;false;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;A CABANA;59;PRC;true;6c113929-ccd7-478c-974b-92d33e0bc526;ada5c489-af30-4a80-9bfd-d10003c78616
26873cca-0fa2-95e3-a3e6-174cf4929874;false;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;A CABANA;60;PRC;true;6c113929-ccd7-478c-974b-92d33e0bc526;ada5c489-af30-4a80-9bfd-d10003c78616
12453257-2d34-12ca-743e-ea3fb2d3a3d1;false;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;A CABANA;61;PRC;true;6c113929-ccd7-478c-974b-92d33e0bc526;ada5c489-af30-4a80-9bfd-d10003c78616
8cd4091d-2a3e-3b40-25dd-8528e3ac08c3;false;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;A CABANA;62;PRC;true;6c113929-ccd7-478c-974b-92d33e0bc526;ada5c489-af30-4a80-9bfd-d10003c78616
307ecf99-062e-4fc3-36c0-cb55d1719265;false;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;A CABANA;63;PRC;true;6c113929-ccd7-478c-974b-92d33e0bc526;ada5c489-af30-4a80-9bfd-d10003c78616
b002ae03-10f2-9a7e-356a-1cd266083205;false;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;A CABANA;64;PRC;true;6c113929-ccd7-478c-974b-92d33e0bc526;ada5c489-af30-4a80-9bfd-d10003c78616
1a995c49-3f58-72a6-a63b-d0c91bd01441;false;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;A CABANA;65;PRC;true;6c113929-ccd7-478c-974b-92d33e0bc526;ada5c489-af30-4a80-9bfd-d10003c78616
5840407a-8965-28c9-36a4-4ad2544e30b5;false;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;A CABANA;66;PRC;true;6c113929-ccd7-478c-974b-92d33e0bc526;ada5c489-af30-4a80-9bfd-d10003c78616
5d84280e-7b5f-3b21-59f4-0ada27910ff1;false;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;A CABANA;67;PRC;true;6c113929-ccd7-478c-974b-92d33e0bc526;ada5c489-af30-4a80-9bfd-d10003c78616
1ac024dd-13ff-1920-66a6-ac8025ac45d0;false;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;A CABANA;68;PRC;true;6c113929-ccd7-478c-974b-92d33e0bc526;ada5c489-af30-4a80-9bfd-d10003c78616
1d334b98-49e9-71f6-6edb-426fa69a0259;false;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;A CABANA;69;PRC;true;6c113929-ccd7-478c-974b-92d33e0bc526;ada5c489-af30-4a80-9bfd-d10003c78616
412d219e-0e0a-7238-95b4-e1eebbae2b60;false;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;A CABANA;70;PRC;true;6c113929-ccd7-478c-974b-92d33e0bc526;ada5c489-af30-4a80-9bfd-d10003c78616
1af3dc18-9ec8-5a45-4310-46f1ea38799e;false;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;A CABANA;71;PRC;true;6c113929-ccd7-478c-974b-92d33e0bc526;ada5c489-af30-4a80-9bfd-d10003c78616
6e34ddfa-641c-79a7-787d-6344bc73339a;false;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;A CABANA;72;PRC;true;6c113929-ccd7-478c-974b-92d33e0bc526;ada5c489-af30-4a80-9bfd-d10003c78616
3fc80e97-8271-8f03-6208-4426a04e237f;false;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;A CABANA;73;PRC;true;6c113929-ccd7-478c-974b-92d33e0bc526;ada5c489-af30-4a80-9bfd-d10003c78616
0fdea782-81de-a771-3b00-afad29a08819;false;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;A CABANA;74;PRC;true;6c113929-ccd7-478c-974b-92d33e0bc526;ada5c489-af30-4a80-9bfd-d10003c78616
cf879921-897a-7de9-5509-4d59ef32749a;false;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;2022-03-18 16:57:06.130697;31f86d3d-42d2-4a8c-ac15-ef3325eeac60;A CABANA;75;PRC;true;6c113929-ccd7-478c-974b-92d33e0bc526;ada5c489-af30-4a80-9bfd-d10003c78616
