Id;IsDeleted;CreatedAt;CreatedBy;UpdatedAt;UpdatedBy;Titulo;Propriedade;LivroAutorId;LivroGeneroId;Localizacao;IsDisponivel
b562107c-618c-113a-9359-d6a1d82588df;true;2022-03-14 12:02:38.288874;1e526008-75f7-4a01-9942-d178f2b38888;2022-03-14 12:02:38.288941;1e526008-75f7-4a01-9942-d178f2b38888;A CABANA;PRC;b35106e7-246f-4526-8a15-259bdc45ad7e;26dc59d0-4622-4873-9a7d-743bf4b73f4f;51;true
c1f90050-109f-2dc3-0ff2-e3c8913da3ec;true;2022-03-14 12:02:38.288874;1e526008-75f7-4a01-9942-d178f2b38888;2022-03-14 12:02:38.288941;1e526008-75f7-4a01-9942-d178f2b38888;A CABANA;PRC;b35106e7-246f-4526-8a15-259bdc45ad7e;26dc59d0-4622-4873-9a7d-743bf4b73f4f;52;true
cd47377b-2393-3f11-7f8d-4ed5d1869fa6;true;2022-03-14 12:02:38.288874;1e526008-75f7-4a01-9942-d178f2b38888;2022-03-14 12:02:38.288941;1e526008-75f7-4a01-9942-d178f2b38888;A CABANA;PRC;b35106e7-246f-4526-8a15-259bdc45ad7e;26dc59d0-4622-4873-9a7d-743bf4b73f4f;53;true
9d50612f-5151-a206-04f7-47c40fc14684;true;2022-03-14 12:02:38.288874;1e526008-75f7-4a01-9942-d178f2b38888;2022-03-14 12:02:38.288941;1e526008-75f7-4a01-9942-d178f2b38888;A CABANA;PRC;b35106e7-246f-4526-8a15-259bdc45ad7e;26dc59d0-4622-4873-9a7d-743bf4b73f4f;54;true
92969d8e-7d66-1cc5-5b6e-ef68ab471e39;true;2022-03-14 12:02:38.288874;1e526008-75f7-4a01-9942-d178f2b38888;2022-03-14 12:02:38.288941;1e526008-75f7-4a01-9942-d178f2b38888;A CABANA;PRC;b35106e7-246f-4526-8a15-259bdc45ad7e;26dc59d0-4622-4873-9a7d-743bf4b73f4f;55;true
a2829154-7f0a-3b37-590c-686f72f7180f;true;2022-03-14 12:02:38.288874;1e526008-75f7-4a01-9942-d178f2b38888;2022-03-14 12:02:38.288941;1e526008-75f7-4a01-9942-d178f2b38888;A CABANA;PRC;b35106e7-246f-4526-8a15-259bdc45ad7e;26dc59d0-4622-4873-9a7d-743bf4b73f4f;56;true
9f2be0e9-4d7b-56ca-6eaf-ae70b0e66071;true;2022-03-14 12:02:38.288874;1e526008-75f7-4a01-9942-d178f2b38888;2022-03-14 12:02:38.288941;1e526008-75f7-4a01-9942-d178f2b38888;A CABANA;PRC;b35106e7-246f-4526-8a15-259bdc45ad7e;26dc59d0-4622-4873-9a7d-743bf4b73f4f;57;true
5402525c-323c-94fd-0872-e1bcad349947;true;2022-03-14 12:02:38.288874;1e526008-75f7-4a01-9942-d178f2b38888;2022-03-14 12:02:38.288941;1e526008-75f7-4a01-9942-d178f2b38888;A CABANA;PRC;b35106e7-246f-4526-8a15-259bdc45ad7e;26dc59d0-4622-4873-9a7d-743bf4b73f4f;58;true
3c33fffb-49dd-2815-291d-a7490e4f5ba9;true;2022-03-14 12:02:38.288874;1e526008-75f7-4a01-9942-d178f2b38888;2022-03-14 12:02:38.288941;1e526008-75f7-4a01-9942-d178f2b38888;A CABANA;PRC;b35106e7-246f-4526-8a15-259bdc45ad7e;26dc59d0-4622-4873-9a7d-743bf4b73f4f;59;true
7789a36e-6bb1-8beb-3bbf-1017e70e4c85;true;2022-03-14 12:02:38.288874;1e526008-75f7-4a01-9942-d178f2b38888;2022-03-14 12:02:38.288941;1e526008-75f7-4a01-9942-d178f2b38888;A CABANA;PRC;b35106e7-246f-4526-8a15-259bdc45ad7e;26dc59d0-4622-4873-9a7d-743bf4b73f4f;60;true
d573c513-a619-58ed-0a21-9ba873430149;true;2022-03-14 12:02:38.288874;1e526008-75f7-4a01-9942-d178f2b38888;2022-03-14 12:02:38.288941;1e526008-75f7-4a01-9942-d178f2b38888;A CABANA;PRC;b35106e7-246f-4526-8a15-259bdc45ad7e;26dc59d0-4622-4873-9a7d-743bf4b73f4f;61;true
e01ce11b-1304-0461-643a-dcf9251d2fcc;true;2022-03-14 12:02:38.288874;1e526008-75f7-4a01-9942-d178f2b38888;2022-03-14 12:02:38.288941;1e526008-75f7-4a01-9942-d178f2b38888;A CABANA;PRC;b35106e7-246f-4526-8a15-259bdc45ad7e;26dc59d0-4622-4873-9a7d-743bf4b73f4f;62;true
ee975704-5d11-8ba0-34de-dbf4eaeb89db;true;2022-03-14 12:02:38.288874;1e526008-75f7-4a01-9942-d178f2b38888;2022-03-14 12:02:38.288941;1e526008-75f7-4a01-9942-d178f2b38888;A CABANA;PRC;b35106e7-246f-4526-8a15-259bdc45ad7e;26dc59d0-4622-4873-9a7d-743bf4b73f4f;63;true
4d0b5be5-08ea-a4c2-8733-5e7288f87f57;true;2022-03-14 12:02:38.288874;1e526008-75f7-4a01-9942-d178f2b38888;2022-03-14 12:02:38.288941;1e526008-75f7-4a01-9942-d178f2b38888;A CABANA;PRC;b35106e7-246f-4526-8a15-259bdc45ad7e;26dc59d0-4622-4873-9a7d-743bf4b73f4f;64;true
3dd99b46-655b-54bf-7ee6-0fd2b4a5a6bc;true;2022-03-14 12:02:38.288874;1e526008-75f7-4a01-9942-d178f2b38888;2022-03-14 12:02:38.288941;1e526008-75f7-4a01-9942-d178f2b38888;A CABANA;PRC;b35106e7-246f-4526-8a15-259bdc45ad7e;26dc59d0-4622-4873-9a7d-743bf4b73f4f;65;true
53c907f5-5caa-809a-36d5-ee92c7af2760;true;2022-03-14 12:02:38.288874;1e526008-75f7-4a01-9942-d178f2b38888;2022-03-14 12:02:38.288941;1e526008-75f7-4a01-9942-d178f2b38888;A CABANA;PRC;b35106e7-246f-4526-8a15-259bdc45ad7e;26dc59d0-4622-4873-9a7d-743bf4b73f4f;66;true
598e406a-9043-41f7-69db-3ef5aa6b59a3;true;2022-03-14 12:02:38.288874;1e526008-75f7-4a01-9942-d178f2b38888;2022-03-14 12:02:38.288941;1e526008-75f7-4a01-9942-d178f2b38888;A CABANA;PRC;b35106e7-246f-4526-8a15-259bdc45ad7e;26dc59d0-4622-4873-9a7d-743bf4b73f4f;67;true
c7ef6560-6c03-4539-9d20-f83b002e6edb;true;2022-03-14 12:02:38.288874;1e526008-75f7-4a01-9942-d178f2b38888;2022-03-14 12:02:38.288941;1e526008-75f7-4a01-9942-d178f2b38888;A CABANA;PRC;b35106e7-246f-4526-8a15-259bdc45ad7e;26dc59d0-4622-4873-9a7d-743bf4b73f4f;68;true
bf7ed196-5326-4aec-4aa6-785f8710a11f;true;2022-03-14 12:02:38.288874;1e526008-75f7-4a01-9942-d178f2b38888;2022-03-14 12:02:38.288941;1e526008-75f7-4a01-9942-d178f2b38888;A CABANA;PRC;b35106e7-246f-4526-8a15-259bdc45ad7e;26dc59d0-4622-4873-9a7d-743bf4b73f4f;69;true
097107d9-471e-9961-9ec5-66b9ae2ea40f;true;2022-03-14 12:02:38.288874;1e526008-75f7-4a01-9942-d178f2b38888;2022-03-14 12:02:38.288941;1e526008-75f7-4a01-9942-d178f2b38888;A CABANA;PRC;b35106e7-246f-4526-8a15-259bdc45ad7e;26dc59d0-4622-4873-9a7d-743bf4b73f4f;70;true
5917f121-4439-51ea-5f2b-d299369b9939;true;2022-03-14 12:02:38.288874;1e526008-75f7-4a01-9942-d178f2b38888;2022-03-14 12:02:38.288941;1e526008-75f7-4a01-9942-d178f2b38888;A CABANA;PRC;b35106e7-246f-4526-8a15-259bdc45ad7e;26dc59d0-4622-4873-9a7d-743bf4b73f4f;71;true
71f23dd8-0a91-7c6c-0ba7-86fa83c37163;true;2022-03-14 12:02:38.288874;1e526008-75f7-4a01-9942-d178f2b38888;2022-03-14 12:02:38.288941;1e526008-75f7-4a01-9942-d178f2b38888;A CABANA;PRC;b35106e7-246f-4526-8a15-259bdc45ad7e;26dc59d0-4622-4873-9a7d-743bf4b73f4f;72;true
bb6e2a64-5f7f-6069-2c13-9a51177a2d65;true;2022-03-14 12:02:38.288874;1e526008-75f7-4a01-9942-d178f2b38888;2022-03-14 12:02:38.288941;1e526008-75f7-4a01-9942-d178f2b38888;A CABANA;PRC;b35106e7-246f-4526-8a15-259bdc45ad7e;26dc59d0-4622-4873-9a7d-743bf4b73f4f;73;true
4c83daef-4a0c-07be-01fa-3a6d9d15167d;true;2022-03-14 12:02:38.288874;1e526008-75f7-4a01-9942-d178f2b38888;2022-03-14 12:02:38.288941;1e526008-75f7-4a01-9942-d178f2b38888;A CABANA;PRC;b35106e7-246f-4526-8a15-259bdc45ad7e;26dc59d0-4622-4873-9a7d-743bf4b73f4f;74;true
a8286dd5-5122-661c-7fa8-5aed9a7575f0;true;2022-03-14 12:02:38.288874;1e526008-75f7-4a01-9942-d178f2b38888;2022-03-14 12:02:38.288941;1e526008-75f7-4a01-9942-d178f2b38888;A CABANA;PRC;b35106e7-246f-4526-8a15-259bdc45ad7e;26dc59d0-4622-4873-9a7d-743bf4b73f4f;75;true
7315fddf-9071-1ffb-6745-bcbc5a470398;true;2022-03-14 12:02:38.288874;1e526008-75f7-4a01-9942-d178f2b38888;2022-03-14 12:02:38.288941;1e526008-75f7-4a01-9942-d178f2b38888;A CABANA;PRC;b35106e7-246f-4526-8a15-259bdc45ad7e;26dc59d0-4622-4873-9a7d-743bf4b73f4f;76;true
2003eefd-141a-a396-99b2-f59a70e86dc6;true;2022-03-14 12:02:38.288874;1e526008-75f7-4a01-9942-d178f2b38888;2022-03-14 12:02:38.288941;1e526008-75f7-4a01-9942-d178f2b38888;A CABANA;PRC;b35106e7-246f-4526-8a15-259bdc45ad7e;26dc59d0-4622-4873-9a7d-743bf4b73f4f;77;true
ec985c7c-106f-9fa0-35e1-f2e76b035368;true;2022-03-14 12:02:38.288874;1e526008-75f7-4a01-9942-d178f2b38888;2022-03-14 12:02:38.288941;1e526008-75f7-4a01-9942-d178f2b38888;A CABANA;PRC;b35106e7-246f-4526-8a15-259bdc45ad7e;26dc59d0-4622-4873-9a7d-743bf4b73f4f;78;true
