Id;IsDeleted;CreatedAt;CreatedBy;UpdatedAt;UpdatedBy;Descricao;DataLiquidacao;ValorLiquido;PeriodoDataInicio;PeriodoDataFim;DataUltimoStatus;Observacao;Status;PeriodoReferencia;Tipo;ContaCorrenteId;ContabilEventoId
d6dedd38-51ba-4539-a026-807665c8508c;f;2022-03-03 18:23:42.172953;8e445865-a24d-4543-a6c6-9443d048cdb9;2022-03-03 18:23:42.172954;8e445865-a24d-4543-a6c6-9443d048cdb9;SAIDA TEMPORARIA ;2022-03-03 15:23:42.169603;200.00;0;0;2022-03-03 15:23:42.172343;"";2;0;2;4231bebf-7f84-97c5-7a55-f34e94f17fcd;853d9f7b-1bc6-4697-ad70-d40fa2fbdc50
aded46a6-5a89-4a1c-9eb6-58f5ed98b55d;f;2022-03-03 18:24:50.699978;8e445865-a24d-4543-a6c6-9443d048cdb9;2022-03-03 18:24:50.699978;8e445865-a24d-4543-a6c6-9443d048cdb9;SAIDA TEMPORARIA ;2022-03-03 15:24:50.696521;850.00;0;0;2022-03-03 15:24:50.699499;"";2;0;2;bc2c8902-3c0c-4603-bb33-1d6131fd6ffb;853d9f7b-1bc6-4697-ad70-d40fa2fbdc50
325aea37-0a1f-47ba-9194-832cc6ca1d33;f;2022-02-22 00:00:00;8e445865-a24d-4543-a6c6-9443d048cdb9;2022-02-22 13:47:54.022362;8e445865-a24d-4543-a6c6-9443d048cdb9;RETIRADA PESSOAL;2022-02-22 10:47:54.018884;1520.87;0;0;2022-02-22 10:47:54.018879;"";2;0;2;2a5df87b-2dac-5943-2d94-8f12547f41c7;16e5049a-7375-4ff9-b713-f722f398b82f
c22a2a7a-5d6e-479a-a019-b5e6ab828750;f;2022-02-23 00:00:00;1e526008-75f7-4a01-9942-d178f2b38888;2022-02-23 13:45:35.531042;8e445865-a24d-4543-a6c6-9443d048cdb9;PAGAMENTO FX ALIMENTOS REF A JANEIRO 2022;2022-02-23 10:45:35.507;909.00;1;31;2022-02-23 10:45:35.506999;"";2;0;1;083a194d-a1e4-7030-22ca-b09f8cd52d08;f53cc3aa-f7ba-4fee-9fbd-acf22d6b7a84
614bbc7c-a44e-4d40-990f-225b874adde1;f;2022-03-03 18:33:37.38682;8e445865-a24d-4543-a6c6-9443d048cdb9;2022-03-03 18:33:37.38682;8e445865-a24d-4543-a6c6-9443d048cdb9;SAIDA TEMPORARIA ;2022-03-03 15:33:37.383422;180.00;0;0;2022-03-03 15:33:37.386111;"";2;0;2;4d26bff5-318a-4fa7-ae7f-0e9102a6152c;853d9f7b-1bc6-4697-ad70-d40fa2fbdc50
0bbad3a2-de70-422c-bc22-8f4ec643bbf6;f;2022-02-23 13:59:37.632123;8e445865-a24d-4543-a6c6-9443d048cdb9;2022-02-23 13:59:37.632123;8e445865-a24d-4543-a6c6-9443d048cdb9;ABERTO RETIRADA PESSOAL;2022-02-23 10:59:37.629047;845.63;0;0;2022-02-23 10:59:37.631691;"";2;0;2;534105ee-32d1-1ece-9d2f-6db8cd313ff3;16e5049a-7375-4ff9-b713-f722f398b82f
bf339fe7-4687-427d-80e9-812b688a7901;f;2022-03-03 00:00:00;8e445865-a24d-4543-a6c6-9443d048cdb9;2022-03-03 18:36:18.735416;8e445865-a24d-4543-a6c6-9443d048cdb9;SAIDA TEMPORARIA ;2022-03-03 15:36:18.698324;1650.00;0;0;2022-03-03 15:36:18.698323;"";2;0;2;24801586-50f8-88a2-5188-77db106666cf;853d9f7b-1bc6-4697-ad70-d40fa2fbdc50
3c3696d0-27bc-408d-b435-5eeb44f5e04c;f;2022-02-23 14:06:21.994823;8e445865-a24d-4543-a6c6-9443d048cdb9;2022-02-23 14:06:21.994824;8e445865-a24d-4543-a6c6-9443d048cdb9;PAGAMENTO FX ALIMENTOS REF A JANEIRO 2022;2022-02-23 11:06:21.992134;879.68;1;30;2022-02-23 11:06:21.993867;"";2;0;1;9c9472e1-6094-3d77-021e-2b2c593e2194;f53cc3aa-f7ba-4fee-9fbd-acf22d6b7a84
044eb9f5-8ed2-4a6b-b411-8597c15f91c9;f;2022-02-23 14:07:26.638746;8e445865-a24d-4543-a6c6-9443d048cdb9;2022-02-23 14:07:26.638746;8e445865-a24d-4543-a6c6-9443d048cdb9;PAGAMENTO FX ALIMENTOS REF A JANEIRO 2022;2022-02-23 11:07:26.637459;527.81;1;30;2022-02-23 11:07:26.63812;"";2;0;1;65e11b30-7fe0-1b2a-785d-078d3a4a4eee;f53cc3aa-f7ba-4fee-9fbd-acf22d6b7a84
e1317efc-9218-4c56-845c-7b5324edf2aa;f;2022-02-23 14:08:01.031421;8e445865-a24d-4543-a6c6-9443d048cdb9;2022-02-23 14:08:01.031421;8e445865-a24d-4543-a6c6-9443d048cdb9;PAGAMENTO FX ALIMENTOS REF A JANEIRO 2022;2022-02-23 11:08:01.03035;351.87;1;30;2022-02-23 11:08:01.031051;"";2;0;1;448d5afc-cedb-43b8-a106-2b53e8e203b9;f53cc3aa-f7ba-4fee-9fbd-acf22d6b7a84
b1273ef4-5fef-4e2a-89f6-c2d1e39a6ff4;f;2022-02-23 14:09:26.01851;8e445865-a24d-4543-a6c6-9443d048cdb9;2022-02-23 14:09:26.018512;8e445865-a24d-4543-a6c6-9443d048cdb9;PAGAMENTO FX ALIMENTOS REF A JANEIRO 2022;2022-02-23 11:09:26.014813;909.00;1;30;2022-02-23 11:09:26.017054;"";2;0;1;b2aa5add-c084-488a-9174-ac846c02cb4e;f53cc3aa-f7ba-4fee-9fbd-acf22d6b7a84
b1c5bafd-3240-444b-b7c2-9d034b7dd0f8;f;2022-02-23 14:10:18.301398;8e445865-a24d-4543-a6c6-9443d048cdb9;2022-02-23 14:10:18.301399;8e445865-a24d-4543-a6c6-9443d048cdb9;PAGAMENTO FX ALIMENTOS REF A JANEIRO 2022;2022-02-23 11:10:18.30047;909.00;1;30;2022-02-23 11:10:18.300968;"";2;0;1;9c329854-4b1a-4a6b-a900-c0078283b238;f53cc3aa-f7ba-4fee-9fbd-acf22d6b7a84
d2dc937f-51ae-43df-b9a6-1580611e076e;f;2022-03-03 18:36:56.721285;8e445865-a24d-4543-a6c6-9443d048cdb9;2022-03-03 18:36:56.721287;8e445865-a24d-4543-a6c6-9443d048cdb9;SAIDA TEMPORARIA ;2022-03-03 15:36:56.70538;1300.00;0;0;2022-03-03 15:36:56.71952;"";2;0;2;ea724f72-89ce-93cc-0a2e-b9aa809b517a;853d9f7b-1bc6-4697-ad70-d40fa2fbdc50
1710032d-68a6-4d50-b05e-b7fb5e89c05e;f;2022-03-03 18:37:39.092994;8e445865-a24d-4543-a6c6-9443d048cdb9;2022-03-03 18:37:39.092996;8e445865-a24d-4543-a6c6-9443d048cdb9;SAIDA TEMPORARIA ;2022-03-03 15:37:39.081713;900.00;0;0;2022-03-03 15:37:39.091476;"";2;0;2;753ab27b-5053-49fe-213b-c6bece7b31d7;853d9f7b-1bc6-4697-ad70-d40fa2fbdc50
15ff0246-fab5-4d7e-b0f1-3f8189967390;f;2022-03-03 18:38:21.966564;8e445865-a24d-4543-a6c6-9443d048cdb9;2022-03-03 18:38:21.966566;8e445865-a24d-4543-a6c6-9443d048cdb9;SAIDA TEMPORARIA ;2022-03-03 15:38:21.954189;2550.00;0;0;2022-03-03 15:38:21.964756;"";2;0;2;d9c0bf65-5838-5e87-6dee-ad1dd58a1521;853d9f7b-1bc6-4697-ad70-d40fa2fbdc50
76708c58-d3f4-45b6-acea-1a96cd9bb064;f;2022-02-23 14:11:02.841481;8e445865-a24d-4543-a6c6-9443d048cdb9;2022-02-23 14:11:02.841481;8e445865-a24d-4543-a6c6-9443d048cdb9;PAGAMENTO FX ALIMENTOS REF A JANEIRO 2022;2022-02-23 11:11:02.839568;909.00;1;30;2022-02-23 11:11:02.840955;"";2;0;1;cdce090a-7f6e-5dd0-36e5-756de491834c;f53cc3aa-f7ba-4fee-9fbd-acf22d6b7a84
8059072b-888f-4e96-a63f-1a159566ca96;f;2022-03-04 12:10:54.213542;8e445865-a24d-4543-a6c6-9443d048cdb9;2022-03-04 12:10:54.213577;8e445865-a24d-4543-a6c6-9443d048cdb9;SAIDA TEMPORARIA ;2022-03-04 09:10:54.156472;800.00;0;0;2022-03-04 09:10:54.170209;"";2;0;2;9f10b8f1-5eec-8794-0c91-6f106fbf5b15;853d9f7b-1bc6-4697-ad70-d40fa2fbdc50
82e2a783-a733-436b-bd62-9e4fb6949d75;f;2022-02-23 14:11:48.086715;8e445865-a24d-4543-a6c6-9443d048cdb9;2022-02-23 14:11:48.086715;8e445865-a24d-4543-a6c6-9443d048cdb9;PAGAMENTO FX ALIMENTOS REF A JANEIRO 2022;2022-02-23 11:11:48.084806;909.00;1;30;2022-02-23 11:11:48.086263;"";2;0;1;cc0d3bff-8f76-68c3-2cf0-6c994e7a46d8;f53cc3aa-f7ba-4fee-9fbd-acf22d6b7a84
694b5ff6-3633-4366-bd77-491c9d84c18c;f;2022-02-23 14:12:25.159383;8e445865-a24d-4543-a6c6-9443d048cdb9;2022-02-23 14:12:25.159383;8e445865-a24d-4543-a6c6-9443d048cdb9;PAGAMENTO FX ALIMENTOS REF A JANEIRO 2022;2022-02-23 11:12:25.1583;381.19;1;30;2022-02-23 11:12:25.159032;"";2;0;1;b631296f-2644-43f7-b44f-f5aa62ff3e06;f53cc3aa-f7ba-4fee-9fbd-acf22d6b7a84
7fcf3229-12c8-48f0-8d7d-4a4e238b8302;f;2022-02-23 14:13:07.032799;8e445865-a24d-4543-a6c6-9443d048cdb9;2022-02-23 14:13:07.0328;8e445865-a24d-4543-a6c6-9443d048cdb9;PAGAMENTO FX ALIMENTOS REF A JANEIRO 2022;2022-02-23 11:13:07.031715;909.00;1;30;2022-02-23 11:13:07.032281;"";2;0;1;77742771-0975-139b-3942-3d8188b5553e;f53cc3aa-f7ba-4fee-9fbd-acf22d6b7a84
3b930b06-0d53-4d2b-aff4-209e6e8e3115;f;2022-02-23 14:14:03.751747;8e445865-a24d-4543-a6c6-9443d048cdb9;2022-02-23 14:14:03.751747;8e445865-a24d-4543-a6c6-9443d048cdb9;PAGAMENTO FX ALIMENTOS REF A JANEIRO 2022;2022-02-23 11:14:03.750665;909.00;1;30;2022-02-23 11:14:03.751238;"";2;0;1;b9994980-29f4-28b9-42a2-76f3ec904b92;f53cc3aa-f7ba-4fee-9fbd-acf22d6b7a84
8666fa90-30fa-4d5c-a18e-58fd42bc2c55;f;2022-02-23 14:14:49.083302;8e445865-a24d-4543-a6c6-9443d048cdb9;2022-02-23 14:14:49.083304;8e445865-a24d-4543-a6c6-9443d048cdb9;PAGAMENTO FX ALIMENTOS REF A JANEIRO 2022;2022-02-23 11:14:49.078826;909.00;1;30;2022-02-23 11:14:49.080993;"";2;0;1;ddbf4179-9b15-11d3-9ff0-a30cc1a21621;f53cc3aa-f7ba-4fee-9fbd-acf22d6b7a84
6e3efca8-2fc9-48a6-91aa-1a6fda8a6d5d;f;2022-02-23 14:15:30.223998;8e445865-a24d-4543-a6c6-9443d048cdb9;2022-02-23 14:15:30.223998;8e445865-a24d-4543-a6c6-9443d048cdb9;PAGAMENTO FX ALIMENTOS REF A JANEIRO 2022;2022-02-23 11:15:30.222873;909.00;1;30;2022-02-23 11:15:30.22343;"";2;0;1;cb88a41f-9cbc-1454-2a4e-dca681731c90;f53cc3aa-f7ba-4fee-9fbd-acf22d6b7a84
4253c162-25a7-4555-9014-ace7baf276f1;t;2022-02-11 00:00:00;8e445865-a24d-4543-a6c6-9443d048cdb9;2022-03-04 14:22:14.296015;1e526008-75f7-4a01-9942-d178f2b38888;SAIDA TEMPORARIA ;0001-01-01 00:00:00;0.00;0;0;2022-03-04 11:22:10.972502;NAO QUIS SAIR DE TEMPORARIA ;1;0;2;cdce090a-7f6e-5dd0-36e5-756de491834c;5c13049e-643d-421c-8f04-0f73381131bf
7d86f398-7108-4b23-b027-a9d902c8aefe;f;2022-02-23 14:16:09.889143;8e445865-a24d-4543-a6c6-9443d048cdb9;2022-02-23 14:16:09.889144;8e445865-a24d-4543-a6c6-9443d048cdb9;PAGAMENTO FX ALIMENTOS REF A JANEIRO 2022;2022-02-23 11:16:09.88669;909.00;1;30;2022-02-23 11:16:09.888396;"";2;0;1;e7988233-2029-2b57-7fab-e6a81db24245;f53cc3aa-f7ba-4fee-9fbd-acf22d6b7a84
a9b84a4b-0ab2-48f1-a91d-5a8d6aeee9e8;f;2022-02-23 14:17:04.581887;8e445865-a24d-4543-a6c6-9443d048cdb9;2022-02-23 14:17:04.581888;8e445865-a24d-4543-a6c6-9443d048cdb9;PAGAMENTO FX ALIMENTOS REF A JANEIRO 2022;2022-02-23 11:17:04.580742;909.00;1;30;2022-02-23 11:17:04.58134;"";2;0;1;ac877127-8db9-5a2f-91d0-aa4d9dd79cdb;f53cc3aa-f7ba-4fee-9fbd-acf22d6b7a84
3b765f8b-9520-4a7e-a3de-cd20f457747f;f;2022-02-23 14:18:10.367365;8e445865-a24d-4543-a6c6-9443d048cdb9;2022-02-23 14:18:10.367366;8e445865-a24d-4543-a6c6-9443d048cdb9;PAGAMENTO FX ALIMENTOS REF A JANEIRO 2022;2022-02-23 11:18:10.366124;909.00;1;30;2022-02-23 11:18:10.366818;"";2;0;1;29a402b5-4cd3-368c-79ae-f6dc54e62bc5;f53cc3aa-f7ba-4fee-9fbd-acf22d6b7a84
09a2717b-7d5b-408f-ae7a-df480b8fa8b5;f;2022-02-23 14:19:06.094094;8e445865-a24d-4543-a6c6-9443d048cdb9;2022-02-23 14:19:06.094094;8e445865-a24d-4543-a6c6-9443d048cdb9;PAGAMENTO FX ALIMENTOS REF A JANEIRO 2022;2022-02-23 11:19:06.092925;909.00;1;30;2022-02-23 11:19:06.093487;"";2;0;1;508a73ad-9a3f-850b-281b-ce9cbdd17671;f53cc3aa-f7ba-4fee-9fbd-acf22d6b7a84
044b823e-3449-41a7-bddf-b1f32056679e;f;2022-02-23 14:19:53.224107;8e445865-a24d-4543-a6c6-9443d048cdb9;2022-02-23 14:19:53.224108;8e445865-a24d-4543-a6c6-9443d048cdb9;PAGAMENTO FX ALIMENTOS REF A JANEIRO 2022;2022-02-23 11:19:53.223177;791.71;1;30;2022-02-23 11:19:53.223735;"";2;0;1;bffd7ead-8de9-4021-8dbc-4b335d0d045d;f53cc3aa-f7ba-4fee-9fbd-acf22d6b7a84
b550f6f6-97f5-420d-bcbc-11af531d4515;f;2022-02-23 14:20:42.918303;8e445865-a24d-4543-a6c6-9443d048cdb9;2022-02-23 14:20:42.918303;8e445865-a24d-4543-a6c6-9443d048cdb9;PAGAMENTO FX ALIMENTOS REF A JANEIRO 2022;2022-02-23 11:20:42.916512;645.10;1;30;2022-02-23 11:20:42.917705;"";2;0;1;d9c0bf65-5838-5e87-6dee-ad1dd58a1521;f53cc3aa-f7ba-4fee-9fbd-acf22d6b7a84
5f3fe326-f799-4732-b3f0-0298c01405ac;f;2022-02-23 14:21:37.27349;8e445865-a24d-4543-a6c6-9443d048cdb9;2022-02-23 14:21:37.273492;8e445865-a24d-4543-a6c6-9443d048cdb9;PAGAMENTO FX ALIMENTOS REF A JANEIRO 2022;2022-02-23 11:21:37.270474;909.00;1;30;2022-02-23 11:21:37.271985;"";2;0;1;93b41cf7-7818-7df1-09c8-d4bd409234a9;f53cc3aa-f7ba-4fee-9fbd-acf22d6b7a84
fcd8bce1-a7b3-4b01-8dea-556fde5fb489;f;2022-02-23 14:22:57.677058;8e445865-a24d-4543-a6c6-9443d048cdb9;2022-02-23 14:22:57.677058;8e445865-a24d-4543-a6c6-9443d048cdb9;PAGAMENTO FX ALIMENTOS REF A JANEIRO 2022;2022-02-23 11:22:57.676044;909.00;1;30;2022-02-23 11:22:57.676571;"";2;0;1;eacdaf3f-a3a3-0344-9092-e3ebdb0e0b07;f53cc3aa-f7ba-4fee-9fbd-acf22d6b7a84
941e348a-461d-4d2c-b60b-37f774bff7ea;f;2022-02-23 14:23:39.661105;8e445865-a24d-4543-a6c6-9443d048cdb9;2022-02-23 14:23:39.661105;8e445865-a24d-4543-a6c6-9443d048cdb9;PAGAMENTO FX ALIMENTOS REF A JANEIRO 2022;2022-02-23 11:23:39.660047;909.00;1;30;2022-02-23 11:23:39.660632;"";2;0;1;e41a9704-095a-8c0d-8450-307173d59020;f53cc3aa-f7ba-4fee-9fbd-acf22d6b7a84
49afdd8a-8d24-4d16-850b-55509bed7583;f;2022-02-15 17:58:24.920935;8e445865-a24d-4543-a6c6-9443d048cdb9;2022-02-15 17:58:24.920935;8e445865-a24d-4543-a6c6-9443d048cdb9;CREDITO SALARIO JAN.2022 ESAF;2022-02-15 14:58:24.920557;848.40;1;30;2022-02-15 14:58:24.920558;"";2;0;1;87caff6e-4f57-131c-20fe-96f5d0a87210;5c13049e-643d-421c-8f04-0f73381131bf
e26a1661-2755-469d-8c66-3818f6c7bc38;f;2022-02-18 00:00:00;8e445865-a24d-4543-a6c6-9443d048cdb9;2022-02-18 16:08:51.059334;1e526008-75f7-4a01-9942-d178f2b38888;NAO TEM CONTA NA PENITA. DE TUBARAO;2022-02-18 13:08:50.979376;2252.50;0;0;2022-02-18 13:08:50.97937;"";2;0;2;8b463f35-3371-8ba9-3be0-e754478c0716;43d42719-2092-4e36-a7d9-6b2e7aa37df8
05c8c827-8a2e-451a-9697-b03c70aa0e29;f;2022-02-18 12:46:16.379535;1e526008-75f7-4a01-9942-d178f2b38888;2022-02-18 12:46:16.379536;1e526008-75f7-4a01-9942-d178f2b38888;;2022-02-18 09:46:16.358299;1000.00;1;31;2022-02-18 09:46:16.367101;"";2;0;1;6abc124b-81fb-47d3-b541-9a48ea07c97a;4c7a8421-ca89-4b81-8044-c0c6e56b5c08
f1569a32-648e-430d-8424-b982bbceece4;f;2022-02-18 12:46:43.561211;1e526008-75f7-4a01-9942-d178f2b38888;2022-02-18 12:46:43.561212;1e526008-75f7-4a01-9942-d178f2b38888;;2022-02-18 09:46:43.559986;150.00;0;0;2022-02-18 09:46:43.560653;"";2;0;1;f109d1e6-6725-43b1-ac10-55a334d15aa1;4c7a8421-ca89-4b81-8044-c0c6e56b5c08
abaaa95b-cd6c-44e0-9b8d-b26651a65599;f;2022-02-18 12:51:58.781138;1e526008-75f7-4a01-9942-d178f2b38888;2022-02-18 12:51:58.781139;1e526008-75f7-4a01-9942-d178f2b38888;;2022-02-18 09:51:58.778458;500.00;1;31;2022-02-18 09:51:58.780476;"";2;0;2;6abc124b-81fb-47d3-b541-9a48ea07c97a;853d9f7b-1bc6-4697-ad70-d40fa2fbdc50
d755bc7e-d9e2-4881-8704-1fd6e625cc2f;f;2022-02-17 12:33:17.123435;8e445865-a24d-4543-a6c6-9443d048cdb9;2022-02-17 12:33:17.123436;8e445865-a24d-4543-a6c6-9443d048cdb9;	COMPRA MERCADO FEVEREIRO/22;2022-02-17 09:33:17.121055;162.80;0;0;2022-02-17 09:33:17.122818;"";2;0;2;77742771-0975-139b-3942-3d8188b5553e;4c7a8421-ca89-4b81-8044-c0c6e56b5c08
454395a1-ef75-429d-8368-dad318253b85;f;2022-02-18 14:05:16.149351;8e445865-a24d-4543-a6c6-9443d048cdb9;2022-02-18 14:05:16.149352;8e445865-a24d-4543-a6c6-9443d048cdb9;"";2022-02-18 11:05:16.145393;9.50;0;0;2022-02-18 11:05:16.148833;"";2;0;2;bb44b654-936f-529b-74ec-442f27221335;4c7a8421-ca89-4b81-8044-c0c6e56b5c08
1e750c27-f0bf-4d35-a957-3a9609de1d85;f;2022-02-18 14:08:01.337611;8e445865-a24d-4543-a6c6-9443d048cdb9;2022-02-18 14:08:01.337612;8e445865-a24d-4543-a6c6-9443d048cdb9;"";2022-02-18 11:08:01.327862;38.50;0;0;2022-02-18 11:08:01.336416;"";2;0;2;93dd960c-5b62-3df4-8bf5-d2ba1cf788a0;4c7a8421-ca89-4b81-8044-c0c6e56b5c08
0aa7b911-3fff-47dd-a0c6-2a3d885f151f;f;2022-02-18 14:08:56.891412;8e445865-a24d-4543-a6c6-9443d048cdb9;2022-02-18 14:08:56.891412;8e445865-a24d-4543-a6c6-9443d048cdb9;"";2022-02-18 11:08:56.88885;28.80;0;0;2022-02-18 11:08:56.890958;"";2;0;2;83d2a8d2-5830-3dc3-a6c4-9859f9c1153e;4c7a8421-ca89-4b81-8044-c0c6e56b5c08
e7f99f76-6977-423d-90a6-d6a8c0572f03;f;2022-01-10 16:05:18.676702;1e526008-75f7-4a01-9942-d178f2b38888;2022-01-10 16:05:18.676706;1e526008-75f7-4a01-9942-d178f2b38888;Transferência valores entre unidades (PRC -> SUL);2022-01-10 13:05:18.671371;797.50;1;31;2022-01-10 13:05:18.675073;"";2;12;2;e8404089-4d30-7039-8eac-5d67638e3887;5c13049e-643d-421c-8f04-0f73381131bf
5baf485e-edb9-46de-81f8-d3a4f7d5e982;f;2022-01-13 17:38:17.78931;1e526008-75f7-4a01-9942-d178f2b38888;2022-01-13 17:38:17.789311;1e526008-75f7-4a01-9942-d178f2b38888;Crédito salário Dez/21;2022-01-13 14:38:17.779256;770.00;1;31;2022-01-13 14:38:17.779265;"";2;12;1;0a104365-245a-4a03-2f16-f6ab7e1b590d;5c13049e-643d-421c-8f04-0f73381131bf
85a69a2c-aef7-49c7-8bbb-6b8cbf5974c7;f;2022-01-13 19:10:57.975263;1e526008-75f7-4a01-9942-d178f2b38888;2022-01-13 19:10:57.975266;1e526008-75f7-4a01-9942-d178f2b38888;Crédito salário Dez/21;2022-01-13 16:10:57.974538;687.50;1;31;2022-01-13 16:10:57.974544;"";2;12;1;1f4a51f6-5681-93d3-a64e-db7ba74b228f;5c13049e-643d-421c-8f04-0f73381131bf
