Id;IsDeleted;CreatedAt;CreatedBy;UpdatedAt;UpdatedBy;DataIngresso;OcorrenciaDesistencia;DataOcorrenciaDesistencia;AlunoId;ProfessorId;LivroGeneroId
737b1344-32d2-302f-131f-2604e0588497;f;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-01-01 08:00:21.359743;0;0001-01-01 00:00:00.000010;44cf41e1-006c-5068-1a80-e6f4695e4614;604a388d-9aad-4c0d-9d1d-4d05bed5748f;1a33914e-16a9-23cb-20b7-e9b7939e1e58
8b02a07f-29f2-0fb6-a36c-0ba96c86a261;f;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-01-01 08:00:21.359743;0;0001-01-01 00:00:00.000011;14c8de2c-6640-1617-a3c0-2ffbc372421a;604a388d-9aad-4c0d-9d1d-4d05bed5748f;68674d63-2e40-a644-07c9-e72d8e200c9e
d9f3b1d6-817c-330b-2872-0247af298db1;f;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-01-01 08:00:21.359743;0;0001-01-01 00:00:00.000012;18c3c75c-1c51-9de2-810b-bc23a0642e9b;604a388d-9aad-4c0d-9d1d-4d05bed5748f;c68ca414-566e-8a6c-54cf-10dc568d4a6f
b66f54d2-6d7d-2c0e-0221-78dae8c73b5c;f;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-01-01 08:00:21.359743;0;0001-01-01 00:00:00.000013;c2ab92c8-5b38-22e0-9e91-d7608c5c4a9b;604a388d-9aad-4c0d-9d1d-4d05bed5748f;c68ca414-566e-8a6c-54cf-10dc568d4a6f
9af7bbb8-a0d4-2497-3248-ca35bcff286a;f;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-01-01 08:00:21.359743;0;0001-01-01 00:00:00.000014;bca2a383-5a6b-8d55-228f-9653b84c909d;604a388d-9aad-4c0d-9d1d-4d05bed5748f;79db3772-6538-8f98-038a-513050747f33
566a6014-33e8-7728-7f3d-61ef8c543995;f;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-01-01 08:00:21.359743;0;0001-01-01 00:00:00.000015;b4a34b71-14ad-5607-393d-33d8c30923a1;604a388d-9aad-4c0d-9d1d-4d05bed5748f;c68ca414-566e-8a6c-54cf-10dc568d4a6f
b3bea615-a77b-24f0-2070-925ead1c0781;f;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-01-01 08:00:21.359743;0;0001-01-01 00:00:00.000016;bb5ec532-7a1a-0a19-9fac-8aec51190907;604a388d-9aad-4c0d-9d1d-4d05bed5748f;c68ca414-566e-8a6c-54cf-10dc568d4a6f
d0ae4670-0509-a312-0ef9-40748f226a7e;f;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-01-01 08:00:21.359743;0;0001-01-01 00:00:00.000017;6809cb03-5ea8-6748-1e7e-8df84bc56442;604a388d-9aad-4c0d-9d1d-4d05bed5748f;6ddc0484-26b7-951d-5866-83539b572615
3777cfb3-8ef8-7f09-4785-914e3f45078b;f;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-01-01 08:00:21.359743;0;0001-01-01 00:00:00.000018;751f605c-50d1-05d1-2acb-b21268f65860;604a388d-9aad-4c0d-9d1d-4d05bed5748f;c82ffc12-9d7e-02e3-25d3-2ffbc8cc197f
e88ce44d-3533-955e-350a-e4d23b350351;f;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-01-01 08:00:21.359743;0;0001-01-01 00:00:00.000019;0c2c1ba4-8fed-6894-98be-a6afeb6c0cbb;604a388d-9aad-4c0d-9d1d-4d05bed5748f;68674d63-2e40-a644-07c9-e72d8e200c9e
ba9b5fd3-8204-3065-89de-4f6423eb8ea7;f;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-01-01 08:00:21.359743;0;0001-01-01 00:00:00.000020;9d59a177-0ca8-1785-8e7d-7b9790fd523f;604a388d-9aad-4c0d-9d1d-4d05bed5748f;68674d63-2e40-a644-07c9-e72d8e200c9e
4cd1bada-94a3-3624-7c89-36e101bf2f1d;f;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-01-01 08:00:21.359743;0;0001-01-01 00:00:00.000021;951366cd-2df8-a22e-82d0-348ae61259e3;604a388d-9aad-4c0d-9d1d-4d05bed5748f;c82ffc12-9d7e-02e3-25d3-2ffbc8cc197f
50b0e578-758c-a017-7af3-89b9f0f561f2;f;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-01-01 08:00:21.359743;0;0001-01-01 00:00:00.000022;3704b4f7-30f3-32fb-3a6f-c10697fa2a64;604a388d-9aad-4c0d-9d1d-4d05bed5748f;c6cd4c7e-6ab5-75a8-8923-4c6cdc57231d
76858de8-9392-397b-0874-fcb4fe2e7c05;f;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-01-01 08:00:21.359743;0;0001-01-01 00:00:00.000023;d0e4cd28-9a45-309d-224a-8b9c90047274;604a388d-9aad-4c0d-9d1d-4d05bed5748f;6ddc0484-26b7-951d-5866-83539b572615
48d57689-1116-9e67-7ec7-5d9af5958e34;f;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-01-01 08:00:21.359743;0;0001-01-01 00:00:00.000024;33df7cbe-2c27-2958-7d10-b501934412e0;604a388d-9aad-4c0d-9d1d-4d05bed5748f;c68ca414-566e-8a6c-54cf-10dc568d4a6f
bf484859-88a3-0df5-5477-9b46830b4fe8;f;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-01-01 08:00:21.359743;0;0001-01-01 00:00:00.000025;9abddc45-8b31-7f74-23e0-231a35f3231c;604a388d-9aad-4c0d-9d1d-4d05bed5748f;c68ca414-566e-8a6c-54cf-10dc568d4a6f
277ee3bc-1b19-6afb-27dd-e2c860337cbf;f;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-01-01 08:00:21.359743;0;0001-01-01 00:00:00.000026;b28729ac-a5ee-90f9-647c-921817c240b4;604a388d-9aad-4c0d-9d1d-4d05bed5748f;c68ca414-566e-8a6c-54cf-10dc568d4a6f
a7575944-9d90-2333-a639-24d0d24e7e21;f;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-01-01 08:00:21.359743;0;0001-01-01 00:00:00.000027;c167a4dc-1f9a-521d-5250-68082304a560;604a388d-9aad-4c0d-9d1d-4d05bed5748f;c68ca414-566e-8a6c-54cf-10dc568d4a6f
e6441f6d-0f25-0e5f-01b3-071d8aa06064;f;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-01-01 08:00:21.359743;0;0001-01-01 00:00:00.000028;5c47773e-7172-44cc-6747-3ae020304dae;604a388d-9aad-4c0d-9d1d-4d05bed5748f;79db3772-6538-8f98-038a-513050747f33
afcd22bc-1aea-98e2-7dfd-5dc286dd91b5;f;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-01-01 08:00:21.359743;0;0001-01-01 00:00:00.000029;3770a102-3862-59cd-8c78-76478a8f408d;604a388d-9aad-4c0d-9d1d-4d05bed5748f;c82ffc12-9d7e-02e3-25d3-2ffbc8cc197f
e75a2398-7d98-a082-7e99-4c82171852a6;f;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-01-01 08:00:21.359743;0;0001-01-01 00:00:00.000030;447961c2-3217-a562-8f6a-60aa2e6b829b;604a388d-9aad-4c0d-9d1d-4d05bed5748f;79db3772-6538-8f98-038a-513050747f33
bc223db5-3895-9e42-4e59-1e066d324f58;f;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-01-01 08:00:21.359743;0;0001-01-01 00:00:00.000031;62b21d87-21cb-a161-9889-9aa738c75bcb;604a388d-9aad-4c0d-9d1d-4d05bed5748f;c68ca414-566e-8a6c-54cf-10dc568d4a6f
0396e955-11a0-7404-3aa9-85ebaea04902;f;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-01-01 08:00:21.359743;0;0001-01-01 00:00:00.000032;f44e812c-5925-556f-5dc7-14bf98a42562;604a388d-9aad-4c0d-9d1d-4d05bed5748f;68674d63-2e40-a644-07c9-e72d8e200c9e
b6b1831c-10fd-2eeb-3f70-87d167ba76ca;f;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-01-01 08:00:21.359743;0;0001-01-01 00:00:00.000033;269f8d74-2996-57ca-4ca9-971842c7677a;604a388d-9aad-4c0d-9d1d-4d05bed5748f;c68ca414-566e-8a6c-54cf-10dc568d4a6f
6e698764-9f19-1484-3d6f-a2d95e1731f9;f;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-01-01 08:00:21.359743;0;0001-01-01 00:00:00.000034;830630f1-28d8-06c5-195b-281f617e478e;604a388d-9aad-4c0d-9d1d-4d05bed5748f;6ddc0484-26b7-951d-5866-83539b572615
3289f947-9ccf-2db5-7233-7ad563e44d9a;f;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-01-01 08:00:21.359743;0;0001-01-01 00:00:00.000035;7af953eb-005e-149d-8536-f51eb50223c4;604a388d-9aad-4c0d-9d1d-4d05bed5748f;1a33914e-16a9-23cb-20b7-e9b7939e1e58
a22adabc-4af9-9974-854f-e6338826373a;f;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-01-01 08:00:21.359743;0;0001-01-01 00:00:00.000036;73adb28a-5050-6395-6e3e-f6bcad177593;604a388d-9aad-4c0d-9d1d-4d05bed5748f;c68ca414-566e-8a6c-54cf-10dc568d4a6f
dd12446d-2beb-978e-5dcd-c8a968fc8dc7;f;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-01-01 08:00:21.359743;0;0001-01-01 00:00:00.000037;cf90efba-6f69-6518-393a-74ec0c5c9122;604a388d-9aad-4c0d-9d1d-4d05bed5748f;1a33914e-16a9-23cb-20b7-e9b7939e1e58
2728a85c-88e1-4b39-41c9-6d5ec69ca400;f;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-01-01 08:00:21.359743;0;0001-01-01 00:00:00.000038;4251cc5e-528e-0399-4dd6-74f2eb537bb1;604a388d-9aad-4c0d-9d1d-4d05bed5748f;79db3772-6538-8f98-038a-513050747f33
47921c52-3cca-2b81-666c-09b4d81d1d0d;f;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-01-01 08:00:21.359743;0;0001-01-01 00:00:00.000039;7255dd3d-2f5c-76ec-585f-ebe02080a0a1;604a388d-9aad-4c0d-9d1d-4d05bed5748f;c68ca414-566e-8a6c-54cf-10dc568d4a6f
ecdc918c-14a4-3e74-5063-544abdc3703f;f;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-01-01 08:00:21.359743;0;0001-01-01 00:00:00.000040;929a0892-12bd-55a7-3e61-a392627f78f4;604a388d-9aad-4c0d-9d1d-4d05bed5748f;23cbc16c-59fe-2ab1-3b49-e76ad94794de
96e51fad-0405-481d-2a90-072f66c3798b;f;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-01-01 08:00:21.359743;0;0001-01-01 00:00:00.000041;5c4bfb65-7564-3fdd-1c3a-c626b99d85f0;604a388d-9aad-4c0d-9d1d-4d05bed5748f;79db3772-6538-8f98-038a-513050747f33
46c9c998-43ae-15db-7a2b-5b22a6006a9a;f;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-01-01 08:00:21.359743;0;0001-01-01 00:00:00.000042;963150ec-a63d-a12d-11c3-13030e5b7ef8;604a388d-9aad-4c0d-9d1d-4d05bed5748f;68674d63-2e40-a644-07c9-e72d8e200c9e
f38a38f7-1ed5-8a85-8531-c9eb1e9e1190;f;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-01-01 08:00:21.359743;0;0001-01-01 00:00:00.000043;96838c21-a3f3-2f26-595a-1b8fa5cc7122;604a388d-9aad-4c0d-9d1d-4d05bed5748f;c68ca414-566e-8a6c-54cf-10dc568d4a6f
a582ad71-5c90-337a-45cc-8ba553675b9a;f;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-01-01 08:00:21.359743;0;0001-01-01 00:00:00.000044;6052d690-6c90-1582-92a9-5060b61f54d9;604a388d-9aad-4c0d-9d1d-4d05bed5748f;6ddc0484-26b7-951d-5866-83539b572615
49207118-41c1-222f-9bf7-5fe7098026b3;f;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-01-01 08:00:21.359743;0;0001-01-01 00:00:00.000045;a08bd904-a510-2850-2bfc-8912e55da26a;604a388d-9aad-4c0d-9d1d-4d05bed5748f;6ddc0484-26b7-951d-5866-83539b572615
2e4b63e5-5f91-38b6-2016-23f34be5a352;f;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-01-01 08:00:21.359743;0;0001-01-01 00:00:00.000046;c38c9a48-714c-4ad7-27df-82e7834018c9;604a388d-9aad-4c0d-9d1d-4d05bed5748f;c68ca414-566e-8a6c-54cf-10dc568d4a6f
8eee6ee6-710e-29d6-797e-cb9f2fc72f0d;f;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-01-01 08:00:21.359743;0;0001-01-01 00:00:00.000047;8c0765f4-8ddd-7c25-0139-fe6ade9b4f93;604a388d-9aad-4c0d-9d1d-4d05bed5748f;79db3772-6538-8f98-038a-513050747f33
135495b2-873e-6caf-7314-a950d2f2680f;f;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-01-01 08:00:21.359743;0;0001-01-01 00:00:00.000048;2b75c81e-583f-8a70-5fa4-4e9ccf833091;604a388d-9aad-4c0d-9d1d-4d05bed5748f;68674d63-2e40-a644-07c9-e72d8e200c9e
d2b29ef1-157a-3348-6625-c6ed3f526faa;f;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-01-01 08:00:21.359743;0;0001-01-01 00:00:00.000049;614cb11f-3845-0ecd-a054-789242936f9a;604a388d-9aad-4c0d-9d1d-4d05bed5748f;79db3772-6538-8f98-038a-513050747f33
3e4df52a-12ae-54d9-a0ee-690b58dc40c2;f;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-01-01 08:00:21.359743;0;0001-01-01 00:00:00.000050;88100dd5-0700-062f-1fe5-c63c03543eea;604a388d-9aad-4c0d-9d1d-4d05bed5748f;1a33914e-16a9-23cb-20b7-e9b7939e1e58
da52e664-03e5-4559-5ce6-e37a82e5229b;f;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-01-01 08:00:21.359743;0;0001-01-01 00:00:00.000051;5efcc517-100d-9792-6f97-b4f4154b388e;604a388d-9aad-4c0d-9d1d-4d05bed5748f;c68ca414-566e-8a6c-54cf-10dc568d4a6f
533b4c8f-12eb-82a6-60b4-def816f022c0;f;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-01-01 08:00:21.359743;0;0001-01-01 00:00:00.000052;ebe727f9-7248-62de-a35f-735e26686ade;604a388d-9aad-4c0d-9d1d-4d05bed5748f;c68ca414-566e-8a6c-54cf-10dc568d4a6f
55c963f8-15ef-9834-04fd-d9dee7790b09;f;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-01-01 08:00:21.359743;0;0001-01-01 00:00:00.000053;9efed696-9804-839a-3974-fded86d03dbc;604a388d-9aad-4c0d-9d1d-4d05bed5748f;68674d63-2e40-a644-07c9-e72d8e200c9e
d77bb31b-7ec5-5f9f-11fa-86c01c661af5;f;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-01-01 08:00:21.359743;0;0001-01-01 00:00:00.000054;995cacec-8e1d-56b1-63e6-90690a625e09;604a388d-9aad-4c0d-9d1d-4d05bed5748f;c68ca414-566e-8a6c-54cf-10dc568d4a6f
5372417c-9371-26af-643c-06f40fba2176;f;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-01-01 08:00:21.359743;0;0001-01-01 00:00:00.000055;b7cf5286-0bf7-3f0f-7671-dee95eb876f0;604a388d-9aad-4c0d-9d1d-4d05bed5748f;c68ca414-566e-8a6c-54cf-10dc568d4a6f
c33eb180-9762-3e3a-0245-d9bb656f2cfb;f;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-01-01 08:00:21.359743;0;0001-01-01 00:00:00.000056;7e65d72d-98b5-8e40-92cd-c09b04c98022;604a388d-9aad-4c0d-9d1d-4d05bed5748f;c6cd4c7e-6ab5-75a8-8923-4c6cdc57231d
de9b6af2-7498-1f76-25b7-873d4c239d0a;f;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-01-01 08:00:21.359743;0;0001-01-01 00:00:00.000057;64c3a9a3-4347-48f3-1901-057b67d1980d;604a388d-9aad-4c0d-9d1d-4d05bed5748f;6ddc0484-26b7-951d-5866-83539b572615
232d592d-296e-7b39-4828-c4e838144691;f;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-01-01 08:00:21.359743;0;0001-01-01 00:00:00.000058;d7417a5c-a255-2c7e-0000-1b47cf9c4bc6;604a388d-9aad-4c0d-9d1d-4d05bed5748f;c68ca414-566e-8a6c-54cf-10dc568d4a6f
3e32d985-5451-093f-7f0f-ad00ca250510;f;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-01-01 08:00:21.359743;0;0001-01-01 00:00:00.000059;59732f85-3be8-1cbf-249a-ec7bbd1e1bc8;604a388d-9aad-4c0d-9d1d-4d05bed5748f;1a33914e-16a9-23cb-20b7-e9b7939e1e58
e1a41f45-6a3a-92a8-7eee-f9679caf9409;f;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-17 19:21:21.359743;1e526008-75f7-4a01-9942-d178f2b38888;2022-01-01 08:00:21.359743;0;0001-01-01 00:00:00.000060;65531c00-4623-4507-5d0a-7fa525c636a8;604a388d-9aad-4c0d-9d1d-4d05bed5748f;68674d63-2e40-a644-07c9-e72d8e200c9e
